cleaned_reviewText,text_sentiment,cleaned_reviewTitle,title_sentiment
ho regalato queste scarpe mia moglie che rimasta molto contentasono davvero belle leggere confortevoli nello stesso tempoottimo rapporto qualitprezzo,0,scarpe bellissime e leggerissime,1
belle ottima qualit e comodit,1,belledi qualit buona calde e comode,1
il prodotto corrisponde alla foto mi sembrano scarpe di buona qualit vedremo con lutilizzo se saranno resistenti,1,scarpe,1
ottima scelta,1,ottime,1
nicht gut kann ich nicht tragen,1,nicht gut,1
bright multi color sneaker got compliment wearing true size look large due design similar triple sneaker comfortable buy,1,wow wow wow,1
feel great love color,1,great,1
love puma great seller,1,puma comfortable,1
would awesome werent pointy toe,1,comfy,1
cumplido recibi lo que pedi,1,exelente,1
sper bien excelente,1,la eficiencia,1
loved,1,great compliment,1
gorgeous shoe fit year old daughter great actually wide enough comfortable finding shoe fit comfortable challenge love,1,good quality shoe nice fit,1
love,1,great,1
wide width size roomy shoe snug recommend kid wide foot,1,wide foot,1
look great two day wear look like im hoping ledt spring,1,sturdy,1
thanks amazon,1,comfortable light,1
really cute held pretty nicely,1,great tennies,1
got son chunky little guy shoe fit foot tried different shoe major company like carter adidas nike convers even wide shoe company werent wide enough one fit tongue open velcro side shoe really let adjust fit size foot open velcro side make sliding foot shoe easy impressed went ahead got next size didnt want go later got bigger,1,perfect chubby foot,1
expected,1,good,1
absolutely love found shoe year old wide foot regular slide shoe dont fit got toddler wide fit amazing whole top bend pretty much put foot right best take shoe working putting second time ive bought shoe kid grow fast ill probably buy third pair may expensive shoe id say well worth seem comfortable doesnt complain way wearing,1,fit great happy found,1
good sneaker,1,good shoe,1
kiddo love running shoe easy put velcro theyre stay easy take get home great supper daughter wanted get best believe orthopedic comfort,1,great buy getting grows,1
granddaughter love well made stylish,1,awesome,1
year old excited see picture shoe said write review wear every day able put take problem often go wrong foot suspect design shoe could contributing since pretty symmetrical probably,0,toddler love shoe,1
great shoe nice support stylish sparkly,1,good quality support,1
love style easy adjust tighten easy toddler put fit expected dont cause rubbing discomfort,1,cute easy,1
shoe hard walk dont even bent dont understand comfortable run good choice toddler,0,hard walk,0
perfect son fat foot get foot shoe ease ive hard time finding shoe fit also cute style,1,great widefat baby foot,1
perfect shoe student us afos tongue shoe velcro either side make easy put shoe afo,1,right,1
good quality kidz approved,1,good quality kidz approved,1
great shoe easy put afos,1,afos,1
overall great shoe cant say great clipped peloton still waiting delivery got pushed back tried cheaper bike doesnt use clip pedal seem sturdy breathablei initially ordered larger size since lot shoe ive tried tended run narrow small wider foot far comfortable seem like theyre pretty sturdy theyre easy get onoff unlike cycle shoe triedimportant fit orthoticsinserts struggle plantar fasciitis flare ups every wear orthotics whenever exercise anyone wondering mine fit shoe fineno come clip purchase separately majority cycle shoe dont come clip btwif anything happens ill update use far fit wideish foot comfortable easy onoff actually think print fun,1,far good,1
really wanted like shoe end dont feel like safe made screw tight possible still good bit slide wiggle left right petal making feel unsafe also found tongue long sharp edge material pressed top ankle lastly screw come jokethey gripbut may problem clip come screw,1,lateral movement,1
absolutely love ive pair past pair shimanos sandaltype felt like hard board foot amazing cleat simple measure put cycling experience spin bike awesome felt foot connecting pedal like never almost give comfortable cool color imho good cycling shoe money highly recommend,1,best cycling shoe,1
shoe fit absolutely perfect exactly shown picture love color sure used teach spin covid pandemic keep saddle till resume teaching class would recommend purchase,1,nice shoe fit great,1
compr estos zapatos para andar en bicicleta de ruta pero con respecto la talla son muy grandes compr otros para mountain bike de otra marca la misma talla quedaron bien pero estos parecen una talla ma grande,1,ma grandes de lo esperado,1
shoe fit tight best suited wider foot even adjusting tightness lace overall best quality,1,honest review,1
perfect added attachment peloton shoe perfect,1,great peloton,1
best bang buck use peloton regret,1,comfortable box,1
comfortable far done ride issue yet cute comfy,1,nice shoe,1
comfortable true size,1,great,1
la zapatilla en si muy bien bonita tal cual se aprecia en la imgenes parece bien contruida con una suela confortable el problema que parece que e extensible toda la new balance e el tallajeen serio pedimos una bien poda haber sido una que asegurarse ante de hacer algn pedido de esta marcala devolucin de por parte de amazon una pena que hayamos podido pedir do tallas m puesto que la oferta termin,1,ojo la talla,1
son estrechas en la punta lo que provoca dao en la uas por lo dems son unas zapatillas muy cmodas ideales para el running una vez que la ha dado de si son perfecta,1,buena zapatilla demasiado estrechas en la punta,1
schuhe mssen nummern grr bestellt werdaen al mormalsehen sehr gut au,1,fallen klein au,0
trs due par la marquedcrites comme de basket de running alors quelles ont dj la gomme de la semelle arrire extrieure mange par le bitume en seulement footing de kmle prix hors le est pourtant assez lev premire et dernire exprience pour cette marque prochain achat je retourne chez acics,1,dcevant pour prix de base assez lev,1
muy bonitas,1,muy chulas,1
perfecta,1,la volveria comprar,1
comfortable shoe great sole grip,1,satisfied,1
great shoe wearing merrells almost decade keep coming back,1,five star,1
started supportive still comfortable stayed waterproof two week started tearing side shoe spot month think poor design definitely spend money elsewhere love swear merrels total miss sol still look great love color styling wish would last longer,1,swing miss,0
update april original review november stopped wearing shoe regularly hot wear comfortably long period recommend shoe become hot heat result excessive sweating shoe smell bad result find another pair reducing review two starsoriginal reviewi ordered merrell men moab fst waterproof hiking shoe replace set keen hiking shoe worn keen excellent shoe comfortable tend get extensive wear sol particularly heel wear within mo review initial impression update anything changesfit shoe fit expected seem bit tighter keen equivalent expected sizecomfort waterproof shoe get hot hotter keen equivalent waterproof shoe foot bed definitely good keen probably notable differencewaterproof far good wade shallow water foot dry water got deep enough overtop shoeoverall quality high hope heel shoe wear quickly quality shoe seems highi rate shoe star subtraction coming le comfortable foot bed competition lessened breathability resulting heat foot cant help feel shoe breathable waterproof fabric shoe would feel cooler comfortable extended wear,1,good shoe get warm,1
ive merrell wearer around year wanted try casual line typically buy moabs chameleon stretch goretex expected feel lot flimsy little lighter still feel durable look well made lace heavyduty good length vibram sol feel little softer moabs use havent noticed quick wear havent tested water resistance point update doproslighter outdoor hiking shoeslook sharp athleticgood gripping solesfits expectedcomfortable hiking light runningconsthe fit little le secure outdoor shoe lack heel lock lace hole wish since wanted casual shoe dealbreakerarch little higher expected could break need whileupdatethese arent breaking comfortable loose fit around ankle becoming problem wear low noshow sock rub badly heel area,1,nice looking casual athletic shoe,1
ive year wear go hiking raining day wasnt even going write review wasnt especially impressed dissatisfied however returned backpacking trip florida shoe performed well could ever expected specifically walking muddy flooded trail result wrong turn oops able keep foot completely dry loss traction difficult condition amazed highly recommended,0,highly recommended waterproof,1
purchased month ago excited see pair vegan waterproof pair merrels however disappointed thesis didnt seem waterproof water resistant also back started get worn quickly im avid hiker dont really take easy hiking shoe tbh reccomend another pair looking sturdy waterproof pair hiking shoe,0,sturdy waterproof pair hiking shoe,1
shoe comfortable maintain traction dry wet surface definitely would call waterproof first time walking rain wet grass water sock foot got wet two day later shoe still completely dried reason im giving shoe star,1,good show waterproof,1
wore intermittently year half year mild use stitching started come apart shoe near toe problem observed others let water soak foot little used expected durability vibram sole great show almost wear rest shoe failing,0,initially good wore quickly,1
love shoe lightweight foot factory setting hour per day vibram sol awesome rarely wear upper said never pair merrell hiking shoe wear within month period like said work large factory setting concrete ladder knee walking abrasive surface awesome,1,long lasting,1
returned boot quality depicted material finish lower quality expected huge disappointment receive additionally boot uncomfortable tried seller doesnt want refund,0,stay away crook,1
full disclosure returning boot boot good price seem decently well made leather sole nice wore around house minute boot seem comfortable run big consistently wear brand cowboy boot running shoe soto boot wide long much heel slip loose around vamp boot fit individual thing unfortunately boot arent match wise,1,decent boot run big,1
definitely made wide foot fit well looked funny wide toe sole far past edge shoe,1,toe wide,1
excited get boot gift boyfriend soon delivered opened box look noticed damaged im satisfied gift supposed giving tomorrow cost expect better quality mention im giftless return,1,damaged boot,0
bought pair buying first pair look great comfortable affordable new soto fan,1,great looking boot,1
happy boot advertised ariat boot also price either would buy sure,1,good value cost,1
described textured smooth design show much either terrible quality price,0,caiman,1
love product price fabulous quality,1,gorgeous well made run big usually size got,1
love,1,love boot,1
little big love,1,order size smaller,1
en da ha perdido bastante su color original dudo que sean originales,1,dudo que sean originales,1
muy buena calidad,1,bueno,1
compr para regalar,1,estaban en oferta,1
walking seems nb make sneaker better people lot walking came across browsing thru sneaker came low price bought stored replacement prefer camou version shoe white color one bought go high plus money save,1,nice sneaker price,1
got greenish grey one sale price im happy spandex inner lining kinda like sock sole tongue shoe dont mind,1,got em super cheap nice basic shoe,1
design style buget nice slip sock great beach shoe slip still look dad cool process lol,1,great value dad cool approved,1
comfortable shoe run small dont normally wear size shoe seems like nb shoe run small originally snug walked day amusement park foot felt fine afterwards,1,comfortable shoe run small,1
son love new balance skate shoesit take week break shoe son high instep shoe dont allow alot instep room,1,great shoe,1
great skate shoe son love green look really good person,1,great shoe,1
like everything shoe however complaint color starting fade month normal use besides pretty comfty good looking product,1,color fade short time,1
veramente delle scarpe bellissime soltanto consiglio di prendere un numero meno rispetto al vostro abituale ottima qualit e fattura,1,bellissime,1
beau modle mais renvoy car taille trs trs serre je nai pa le pieds large du par ce modle,1,renvoy,1
la linguetta sopra lacci cucita rendendo impossibile calzare la scarpa avevo preso un appena arrivata mi sono reso conto della assurdit difronte alla quale mi trovavocome pu un piede entrare nella scarpa che ha lapertura co piccolasubito fatto il reso,1,apertura assurda,1
chaussures de qualit parfaites pour saccorder avec toutes le tenues le tout un prix correct je suis ravie et le principal intress aussi,0,belle qualit,1
chaussures qui semblent solides voir lusage mon fils an le trouve trs sympaelles chaussent grand,1,chaussures sympas qui semblent solides voir lusage,1
le model chausse petit je men sors grce au fait que jai un autre enfant qui pu le mettre sinon rien dire sur le reste cest une chaussure de bonne qualit,0,chaussure de sport,1
son loving hold pretty well compared nylon shoe show spot front coming away sole yr old boy may normal wear tear could shoe tester need become cobbler,1,happy camper,1
last minute purchase needed find black sneaker part school uniform none store dont like getting shoe online potential fit problem accurate size allow kid run around still look presentable,1,rarely buy shoe online great,1
family love dc fell apart super quick son pulled loose string whole sole one shoe unraveled came apart bummer,1,low quality,0
great purchase delivered great time downside size box caused additional charge eat saving made discounted item however unavoidable seller part mark lost,1,great purchase,1
finally found shoe last month active year old boy purchase,1,last,1
son love fit look described werent small big narrow fit perfect,1,son love,1
knew brand run large ordered half size smaller adjustment gave good fit allowed growth grandson love shoe quality styling great,1,run consistantly large,1
appear genuine adidas there many loose thread nubuck trim kinda cheap feeling inside hard outside feel like umbrella materialthe side dont padding kind look nice afar close obvious fake,0,would recommend shoe,1
sneaker super comfy fit true size love theyre nice light still give plenty round support foot im peraonal trainer wear sneaker daily would absolutely recommend,1,live sneaker,1
fit expected stylish great price many coworkers friend ordered bought place love shoe,1,loving new adidas,1
shoe look nice im positive made plastic point mark around ankle shoe cutting come adidas tag adidas box look like illegal knockoff purchase separate insole need work doubt last longer month two unfortunate,0,dont buy,1
love shoe color fit except tongue bit long skin get little irritated live,1,long tongue,1
thick hotruns true size,1,thick hot,1
love order half size smaller im usually littler small changed yay beautiful,1,love,1
se los regal mi novia le gustaron mucho cumpli gran parte de mi expectativas la talla de los tenis se ajustaron perfectamentelo malo fue que uno de los tenis tena un poco deteriorado algo mnimo la zona de gamuza pero por el costo esperaba que llegue m intacto,1,casi perfecto muy costoso,1
like many review find pretty narrow length great fit tight around front wide part foot ball foot even lace loose quite tight also fairly small foot woman,1,comfy slim around toe,1
cute order size,1,run large,1
great spike dig well track feel comfortable foot like wearing puma lot spike underrated,1,great spike,1
nice shoe yes singular shoe received one,1,nice shoe,1
despus de haber entrenado crossfit unos me con tenis para entrenamiento normal haber probado estos quiero volver quitrmelos se nota la diferencia inmediatamente,1,muy buenos,1
son excelentes para crossfit este e mi tercer par dejan de ser cmodos prcticos al hacer wods gusta mucho el color estn nuevas aunque en aduanas los abren para checarlos estaban como sucias de la puntas son excelentes llegaron ante de lo esperado tenan como tierra de la puntas la verdad e porque le gusta vender al extranjero algo raro pa se notan usados pero tal vez fue la devolucin el caso e que si estn muy muy nuevas encantan son el tercer par que tengo de nano,1,grandes tenis,1
sin muy cmodos para crossfit con la punta amplia para que el pie se apoye con todo los volvera comprar soy mujer con talla mexicano ped nmero de hombre americano qued como lo esperaba,0,sper cmodos,1
son muy cmodos para entrenar cumplen al con el objetivo se derrapan el refuerzo en el taln ayuda para afianzar cuando cargas peso alto,1,geniales,1
holaquisiera saber si pueden generar una orden de devolucin gratis ya que el costo de devolucin e el del costo de producto quedaron muy chico viene especificado que deben de pedirse por lo menos medio nmero m grandes ya que este tipo de calzado viene reducidogracias,1,qued muy chico,1
son de hombre pero los compr para mi del yo calzo del aunque si quedaron ese medio nmero grandecitos encantaron son extremadamente cmodos para hacer crossfit se resbalan tienen un gran soporte en los tobillos sin duda los volvera comprar,0,cmodos bonito,1
excelente par para crossfit cmodo fiel la talla muy buen precio hay comentarios que mencionan qu vienen mal pegados yo tuve la suerte de que viniera impecable un muy buen precio,1,barato cmodo para crossfit,1
fit well perfect daily jogging indoors activity,1,thumb,1
hard find product amazon,1,selection great,1
tenis super chingones para hacer crossfit ya que te dan la estabilidad que necesitas son muy cmodos los materiales se ven resistentes el diseo esta muy chingon,1,tenis ideales para hacer crossfit,1
mi chiedo come mai il venditore poco attento nel verificare lintegrit del prodotto se si acquista un prodotto si deve dare anche la sicurezza allacquirente nessuno farebbe piacere ricevere una scarpa gi screpolata punta pessimo e spero che il rimborso sia super veloce,1,mahhh,1
lange nach einem braunen turnschuh gesuchtder ist einfach perfekt sieht schick au und ist sehr bequem,1,wunderschner schuh,1
sempre il top tuttola scarpa come riprodotta fotoamazon una garanzia,1,il meglio,1
ottimo,1,perfetto,1
schnell geliefert passt topp,1,gewohnte nb qualitt,1
deportivo muy cmodo precioso,1,comodisimo,1
piaciuto tutto,1,perfette,1
encantan,1,la rapidez en llegar el producto,1
ayant dj ce basket et trs contente de leur dure et de leur confort,1,jamais du avec ce produit,1
trs belle basket,1,la couleur est beige clair,1
comodidad pesan nada contenta,1,pesan nada,1
mi hija est encantada con sus zapatillas de deporte son ligeras cmodas fciles de poner importante en una nia de aos para tener cordones muy divertidas por su colorido,1,deporte comodo divertido,1
diferentes cada una de un colormuy cmodas,1,cmodas,1
fr die anstehende kalte jahreszeit braucht unser sohn jahre wieder neue schuhe da wir im letzten winter sehr gute erfahrungen mit stiefeln von jack wolfskin gemacht haben sind wir dabei geblieben und haben erneut bestelltdie schuhe wurden zgig im blichen schuhkarton und folie verpackt geliefert die schuhe einem dunklen blau und mit heller sohle inklusive weiem streifen gefallen un und unserem sohn sehr gut gerade den pfotenabdruck bringt er schnell verbindung mit einer seiner lieblingssendungen paw patroldie schuhe sind tadellos verarbeitet alle nhte und klebestellen sind akkurat ausgefhrt die sohle ist schon dick und mit grober struktur da sorgt fr eine gute isolierung und besten grip der klettverschluss erlaubt e unserem sohn die schuhe allein und auszuziehen die schuhe sind schn dick gefttert ganz oben zudem mit kunstfell verziertwir sind un sicher das auch diesis paar schn warm und wasserdicht ist ohne die fe zu sehr in schwitzen zu bringen der hersteller wirbt nicht umsonst mit wetterschutz dank texapore wasserdicht bi mm wassersule und atmungsaktiv gmh unser sohn hat schuhgre hier haben wir eine bestellt bedingt durch die dicken wintersocken und die schuhe haben sehr gut gepasst die schuhe wurden kambodscha hergestelltwir sind mit den schuhen sehr zufrieden und sehen den kalten tagen gelassen entgegen,0,tolle winterstiefel mit tadelloser verarbeitung wasserdicht und atmungsaktiv,1
fr die anstehende kalte jahreszeit braucht unser sohn jahre wieder neue schuhe da wir den letzten beiden wintern sehr gute erfahrungen mit stiefeln von jack wolfskin gemacht haben sind wir dabei geblieben und haben erneut bestelltdie schuhe wurden zgig im blichen schuhkarton geliefert die schuhe einem dunklen blau mit akzenten grn und heller sohle gefallen un und unserem sohn sehr gut gerade den pfotenabdruck bringt er schnell verbindung mit einer seiner langzeitlieblingssendungen paw patroldie schuhe sind tadellos verarbeitet alle nhte und klebestellen sind akkurat ausgefhrt die sohle ist schon dick und mit grober struktur da sorgt fr eine gute isolierung und besten grip der klettverschluss erlaubt e unserem sohn die schuhe allein und auszuziehen die schuhe sind schn dick gefttert ganz oben zudem mit kunstfell verziertwir sind un sicher das auch diesis paar schn warm und wasserdicht ist ohne die fe zu sehr in schwitzen zu bringen der hersteller wirbt nicht umsonst mit wetterschutz dank texapore wasserdicht bi mm wassersule und atmungsaktiv gmh unser sohn hat schuhgre hier haben wir eine bestellt bedingt durch die dicken wintersocken und die schuhe haben sehr gut gepasst die schuhe wurden kambodscha hergestelltwir sind mit den schuhen sehr zufrieden und sehen den kalten tagen gelassen entgegen,0,wir sehen den kalten tagen gelassen entgegen,1
ein toller schuh fr den wintermein sohn kann sie prima alleine anziehen lediglich da festziehen geht mit einer hand eher nicht gutsie sind mindestens wasserabweisend allerdings ist er damit auch schon durch tiefe pftzen gestampft wo ich definitiv mit nassen fen gerechnet hattedem war aber nicht sind sie lngere zeit nsse ausgesetzt kommt e langsam durch ist eben kein gummistiefel,0,top,1
diese schuhe passten unserem sohnemann sofort und nichts drckte wir hatten die schuhe eine woche gebrauch und haben sie dann zurck geschickt da er jeden tag feuchte oder nasse fe hatte tagen dieser woche hatte er nasse fe von nur durch nasse wiese oder ber nasse wege laufen und das trotz der vor benutzung empfohlenen imprgniereneinzige plus ist das die schuhe warm gehalten haben und wirklich flexibel sindwir haben aber dann schuhe einer anderen marke bestellt die zustzlich auch wasserdicht sind,0,leider feuchtenasse kinderfe,1
well liked shoe daughter went snow yesterday unfortunately foot got soaked shoe arent dried day later pretty disappointed since bought reason waterproof snow proof,1,waterproof,1
super angenehmwirklich warme fe sehen sehr schick au und wie turnschuhe leicht und super angenehm zum tragen einfach zum ffnen und schliessen dank klettverschluss wrde ich nchstes jahr wieder bestellen,1,super winterstiefel,1
shoe great soft comfortable inside waterproof still tested snow walking feel great son love size able test well,1,comfortable,1
die schuhe halten super warm sind echt klasse mein sohn zieht sie echt gerne nur die fallen echt klein au und sind definitiv nichts fr dicke fsseobwohl er gerade mal anzieht passt ihm al wre e die grsse anstonsten echt super stabile schuhekann ich nur weiter empfehlen,0,fallen klein au,0
die schuhe sind sehr gut verarbeitet und wrmen gut sehr zu empfehlen,0,passen wie erwartet und geben warm,1
ich bin sehr positiv berrascht wie toll die schuhen sind sind kuschelig und halten warm wasserfest sind e auch mein sohn liebt e und schwrmt von denenhabe bestellt obwohl er gre hat passt wie angegossendie sind perfekt und wrde e weiter empfehlen,0,wie abgebildet und sehr gute qualitt,1
la talla exacta yo lo compre en peso para ese precio una ganga spike muy bonito se ven resistentes,1,excelente producto,1
producto de gran calidad la entrega en el tiempo sealado,1,calidad,1
purchased son play compatible men baseball team love say true size color comfortable wear double header,1,great baseball cleat,1
lo compr muy buen precio quedamos muy satisfechos gusta esta marca porque por dentro e un zapato de piel aunque por fuera sea una zapatillalo recomiendo,1,buena calidad,1
run smaller shoe size would recommend ordering least one half size larger maybe even full size larger,1,baseball cleat,1
no encantan comodidad sobre todo porque el peque tiene el empeine alto e fcil encontrar calzado que le deje marca,0,buensimas,1
comfortable wide width isnt overly wide color picture accurate cleat foreheel help grip,1,great shoe,1
el exterior del zapato ya haca presagiar que haba sido usado pero la plantilla interior lo confirm realmente decepcionante que te vendan un producto usado lgicamente lo devuelto,1,decepcionante,1
great price fast shippingmy kid love pedroia spike,1,big league swag,1
cmodos bonito de calidad mi beb se los intenta quitar como otros el sistema de velcro le da un plus en comodidad autonoma,1,perfectos,1
wish could still return missed window way small size,1,small late return,1
difficult find cleat year old man sized foot amazing happily surprised search cleat metal spike youngster playing baseball well done thank,1,best shoe non metal cleat,1
fit expected really clean good daughter play brick dust field shoe clean good,1,great cleat,1
ordered cleat girl yearold son first time moving metal great super lightweight fit perfectly run true size need size look sleek say fire,1,great buy,1
super schuhder zu allem passt,1,super bequemer schuhperfektes design,1
,1,,1
looking high quality sneaker thats one,1,highest quality,1
great looking comfortable,1,comfortable,1
beautifully made wonderful feeling first day break needed bit narrow thou never disappointed ecco ever loved,1,great shoe tad narrow tho,1
often order amazon shoe like eu sizesbut send shoe course small fit,1,send correct size please,1
four month regular walking use already hole top part shoe piece delivered could factory reject sold seller,0,low quality,0
die lieferung kam schneller al im vorfeld angegeben die ware war gut verpackt und hatte die gewnschte qualittgut fr etwas breitere fe und einen hheren spann geeignet,0,alles bestens,1
e wird mit dem gtx modell geworben e kommt allerdings da ganz normale modell ging darum sofort zurck,1,kein gtx,1
wie gewohnt tolle qualitt wrde immer wieder schuhe von giesswein kaufen,1,super produkt,1
alles ok,1,alles ok,1
e calentita elegante mi hija esta encantada,1,rpido calentitas,1
tiene nada que ver en comodidad confort con la crocs originales,1,han gustado la devolv,1
esta genial,1,la rapidez,1
material quality upper side look bit cheap despite light weightand booommm returned,1,okay,1
fit perfectly felt cheap sounded like crunching plastic bag amount money could least await decent quality cheap crap feel like counterfeit product,1,feel cheap sound like plastic bag walking possible counterfeit product,1
work film spend long work day mostly foot fit great nb make bit small stay comfortable whole day,1,comfy,1
product ok new balance box missing box,1,worst packing,0
trs confortable,1,je recommande,1
comfy shoe look stylish brand bit expensive adidas nike make shoe better fit experience recommend shoe,1,great shoe comfy,1
entrega ante de lo previsto lo que pagu e lo que esper el color el diseo adems estn super cmodos,1,entrega ante del tiempo estimado,1
liked fit look everything else happy purchase ordered second pair thank,1,excellent product,1
great fit soooo comfortable,1,happy,1
brand new look like someone tried spilled coffee left sneaker returned customer service center lackadaisically inspected reclaimed new entered back stock lucky customer like reap benefit insouciance,1,lucky customer get used pair,1
die sohle der schuhe ist viel zu hart ich wei nicht wer solche kinderschuhe herstellt ich habe sie kein bisschen gebogen bekommen da design sich ist schn,0,sohle leider viel zu hart,1
gewohnt hohe richter qualitt perfekt fr den etwas schmaleren fu fllt meines erachtens eine halbes nummer kleiner ausunaufgeregtes dezentes design,0,schner schuh,1
wie erwartet richter schuhe mit einer sohle die rausgenommen werden kann und dann passt e auch fr kleine mittelbreite fe mussen imprgniert werden und dann sind die fr herbst bi winter geeignet ich werde die wieder kaufen nchstes jahr im angebot fr euro gekauft bin sehr zufrieden,0,groe mit zip der seite,1
die schuhe sind eher fr schmale fe gedacht,0,sehen toll au aber eher ne nummer grer bestellen,1
super schuhe halten schn warm und sind perfekt fr herbst winter und frhling,1,passt wie erwartet,1
extremely comfortable chronic plantar fasciitis foot find help lot,1,comfort last,1
purchased walking read review said ran big kept normal size normally would went one size due fact listed wide fit perfectly width right slip heel would recommend walking prettiest shoe dont look good short go probably would fine pair long pantsfor purpose comfortable walking shoe perfect,1,great walking shoe,1
always love sketchersalways get sketcher go walki dissapointed pairthey usual size seem fit others ever hadwill try another pair wear,1,sketcher woman go walk,1
comfortable get size smaller sent original size back order perfect,1,go walk,1
shoe really large ive worn sketcher year box stated stretchy fit consistent sketcher basically style stretch fit need included description avoid future,1,large,1
shoe comfortable foot large heel area shorter size would fix issue,1,sketcher fit large,1
love skechers comfortable love extended size woman wash shoe shoe like,1,youll love,1
love shoe theyre half size large thicker sock fine,1,lightweight good arch support cushy,1
quite comfortable dog walking shoe dream little snug size tootsies returned full refund,1,great fit,1
shoe perfect fit comfortable light shoe cant tell going buy another pair different colorgreat buy rate star,1,great shoe great fit great price,1
would prefer slipped easier good considering price quite happy find shoe actually e true extra wide hold insert,1,good buy company range width beyond normal offering,1
nice shoe,1,five star,1
sewed damn shoe lace back shoe order switch type lace prefer cut original lace put one like ill wait bit starting wellwhat even worse didnt even make lace even sewing lace back end shoe one foot lace solid inch longer one side get past comfortable shoe severe annoyance replace lace run way intended gostupid move manufacturer part got star far fit like supposed still really annoyed lace sown,0,cant replace lace sewed shoe ridiculous,0
ive shoe loved comfort fit model serious problem firstly shoe serious design flaw lace sewn place replaceable lace wrap way around heel real moccasin would sewn heel lace wear mine shoe worthless first time happened new balance kind enough replace shoe second time shoe pretty well worn bought new pair thats discovered second problem wearing shoe week week leather ripped along stitching near base tongue left shoe ok problem returned shoe amazon got another pair nd pair popped stitch place right shoe got shoe foot opening shoe caused tear return second pair time refundit look like nb manufacturing problem see stitching tiny fraction actually weakening leather crossing prepunched hole piece stitched together much liked shoe first bought several year ago wont buying anytime shoe,1,comfortable shoe serious problem,1
dunham captain boat shoe retail paid le amazon thats good shoe actually good quality excellent functionality fit expected wear like comfortable tennis shoe sole nonslip rubber grip great spent day boat wet condition right buying shoe preformed like champ leather waterproof shoe get waterlogged nylon vent light brown area allowed water drainage walk water time see functioned there also new balance call rollbar heal basically provides stability prevent ankle rolling right left oddly found feature beneficial youre walking slipper surface ankle funny thing rollbar function heel like ankle brace work great design functionality excellent im sure quality since ive owned month theyre made china new balance made usa like wouldve given shoe star,1,good boat shoe,1
awesome highquality comfortable shoe cant say ive able say past decade seems shoe built last three month fall aparti enormous foot im sure anyone reading reason understands difficult find stylish comfortable shoe everyday wearif large wide food look shoe fit perfectly box nearly perfectly comfortable minimal breakin week minimal wear look great boot sol thick enough offer great support thick awkward enough look like clunky orthopedic clown shoesthis shoe look great slack would fit dressy casual environment ill picking spare set fear stop making themprosgreat fit wide foot equality constructioncomfortable allday wear walkingdoesnt look like boat foot roundtoe shoe large size tend look comicalconsstiff heel first week taped heel sock minimize blister heel seems broken within daystoe rounded prefer squared toe style reason still look nice,1,perfect fit amazing quality comfort,1
stylish super comfortable surprisingly rugged wore seven day whitewater rafting trip grand canyon mile rapid including dreaded lava fall rapid wore everywhere northcentral arizonawas surprised well drained dried remained pliablethey spiffed right back nearly new little cleaning couple coat polishim triplee even quade width fit perfectly w e foot real find still comfortable often wear sock use foot spray eliminate foot odor strategy work fine highly recommend,1,stylish super comfortable surprisingly rugged triplee allround shoe,1
issue big foot took chance happy big enough sasquatch foot wide enough well comfy lot arch support worn worse one side trying replace lace elastic one lace run around side back shoe trying pull work well tying lace issue issue even knock star aware hope lace last long shoe may get creative replace broken lace,1,perfect large wide foot,1
ordered waiting rd pair dunhams luvem lace tight wear regular laceups loosen lace wear loafer comfortable either way nearly wore top st pair dont think possible wear sol discarding tried applying shoe polish leather top part presto nearly new shoe still wearing backup wear without sock great either way,1,comfortable durable,1
got xw tan boat shoe tan hide dirt dust better blue boat shoe ordered last time wide show eeee shoe tongue new tan xw show e inside shoe tongue pair fit duck foot comfortably right box break time required mesh shoe help foot breathe cooler hot month old blue pair lasted year nearly shoe wore,1,favorite shoe,1
weightlifting shoe originally bought adistar year ago im trying use different shoe im aggressively lifting since triple price got want last adipower ok comparison toe bot accommodates wide foot im able reasonably tighten foot feel secure trust shoe weird tightening mechanism may fall love arent expensive non compressible heel think people talked thing lifting little way padding good wouldnt suggest cardio walking get sore foot walk long lifting shoe bend foot enough split jerk olympic lift well squat good push press wall ball etc,1,get job done,1
bought legacy lifter ended returning legacy lifter bought extra pair give support extremely rigid heavy like legacy lifter really enjoy using shoe,1,great weight lifting shoe bough back pair,1
love wanting bright color weightlifting unique color job lifting woman got fit great,1,perfect,1
amazing,1,know size shoe,1
comfortable wear day long,1,nice casual shoe,1
pleased find nice slipon shoe narrow size find comfortable stylish,1,comfortable shoe,1
son love shoe style comfort,1,great shoe,1
shoe came stain scratch along bottom shoe,1,stain,1
perfectand love amazon,1,excellent,1
dirty different color return,0,shoe,1
ottimo servizio e ottimo il prodotto,1,scarpe bikkembergs,1
comunicacin muy rpida con el vendedor producto de muy buena calidad,1,rpido fiable,1
para trabajar,1,comodidad,1
questi stivali sono davvero di qualit ottima daltronde le linee tedesche raramente peccano qualcosa ho dovuto rendermi solo perch indosso mio figlio di un anno e mezzo sono troppo alti per lasilo nido pi essendo di ottima qualit non sono di plasticotto sono davvero di gomma molto imbottiti allinterno e quindi un po pi pesantini per uno che cammina da appena sei mesi diciamo che per un bambino dai anni su sono perfetti convinta e sicura che di acqua non ne entra e che il piede sarebbe ben al calduccio,0,ottima qualit,1
